Z                                       xi                                                    xi1                                                    xi2                                                   xi3                                                     xi4                                                    delta                                                                delta1                                                                delta2                                                                delta3                                                                delta4                                                                Ts                                                                Ts1                                                                 Ts2                                                                 Ts3                                                                Ts4
 8.376292         0.004191             0.000000           0.000000         0.000000             0.000000           0.250506         -0.503674             -0.751296           -0.634183         -0.256501             535.242920           430.388245          385.519379             376.782227           284.565460
 8.377496         0.000059             0.000000           0.000000         0.014095             0.000000           0.501457         -0.012908             -0.380593           -0.254267         -0.378496             504.806854           438.859650          414.596375             490.596252           276.683594
 8.378699         0.000080             0.000002           0.125038         0.000000             0.000000           0.242599         0.123676             -0.127638           0.625007         -0.628903             581.822815           455.620117          689.477051             450.921631           247.595551
 8.379904         0.000003             0.000000           0.000003         0.000000             0.000000           -0.509471         -0.259492             0.118472           -0.633209         -0.756157             698.585510           459.725708          434.153931             394.013458           235.855515
 8.381108         0.000000             0.000000           0.000001         0.000000             0.000000           0.110593         -0.385123             0.375715           -0.630853         -0.633400             572.026184           464.987427          461.455444             436.508087           249.724319
 8.382313         0.000000             0.000000           0.000258         0.000000             0.000000           -0.257375         -0.506927             0.377122           0.122204         -0.755562             568.792419           449.337433          493.351685             470.408508           248.665665
 8.383517         0.000000             0.000000           0.000021         0.000000             0.000000           -0.257702         -0.380572             -0.634327           -0.255968         -0.754283             629.575500           490.096039          584.228455             477.534241           250.771866
 8.384723         0.000000             0.000001           0.000000         0.000000             0.000000           -0.379245         -0.003266             -0.383482           -0.258561         -0.632433             671.130005           519.624573          827.600891             561.026733           259.447235
 8.385928         0.000000             0.000001           0.000000         0.000000             0.000000           -0.383643         -0.252024             -0.628549           -0.379044         -0.510014             705.232666           527.210938          764.029419             691.665222           277.733704
 8.387133         0.000000             0.000000           0.000277         0.000009             0.000000           -0.258079         -0.381324             0.252810           0.242955         -0.878943             826.732300           441.156067          1891.000977             1196.905396           269.209808
 8.388339         0.000000             0.000000           0.001081         0.002960             0.000000           -0.755181         -0.130122             -0.251719           -0.133513         -0.507818             960.130554           469.616425          1470.135742             650.886475           354.300140
 8.389545         1.000000             0.000000           1.000000         0.000491             0.014370           -0.502141         -0.132832             -0.002433           0.125504         0.381592             2635.278564           459.962524          2341.707031             607.145447           580.214111
 8.390751         0.014451             0.000000           1.000000         0.000000             0.133889           1.392913         -0.254222             -0.252640           -0.254631         -0.251887             1606.244629           441.468506          3337.407227             529.860229           685.107727
 8.391958         0.000513             0.000092           1.000000         0.001259             0.000000           0.247393         -0.003269             0.635051           0.499000         -0.877960             2036.495850           444.380005          2788.184326             539.724243           602.739380
 8.393165         0.005459             0.000009           0.130842         0.000152             0.000000           -0.250657         0.125970             0.510055           0.000576         -0.507092             1947.172974           448.602539          3362.470459             500.118744           1061.638794
 8.394371         0.224835             0.000077           1.000000         0.000000             1.000000           -0.127220         0.249364             0.887703           -0.130488         -0.379538             2355.193848           475.061798          2701.417725             482.165192           1228.793579
 8.395579         0.000001             0.000273           0.000000         0.000000             0.021448           0.251201         0.374510             0.256823           -0.254035         0.504701             1170.632690           448.374023          3051.732422             501.074310           856.946411
 8.396786         0.000002             0.000102           0.000000         0.002725             0.001875           0.123943         -0.629426             -0.379127           -0.503469         0.123452             970.179871           378.420929          2464.663574             519.950500           527.869263
 8.397994         0.048834             0.000000           0.000085         0.000002             0.000000           0.247328         -0.381213             -0.257030           -0.254233         0.121969             1069.802490           370.350311          2810.231445             715.389709           374.760345
 8.399202         0.000010             0.007013           0.149955         0.823909             0.000000           0.003022         0.880069             0.632533           0.762052         -0.507402             886.526001           450.376251          2178.629395             2261.454590           306.176758
 8.400410         0.001226             0.002506           0.305065         1.000000             0.000000           0.001399         -0.133667             0.768207           0.766058         -0.632925             858.107300           412.813568          1861.386841             1742.475586           270.065826
 8.401618         0.000004             0.001795           0.000280         0.000092             0.000000           -0.002979         0.005431             0.506113           0.119450         -0.757054             773.206299           401.095123          1021.546509             720.041504           252.196960
 8.402826         0.000000             0.002882           0.000543         0.000000             0.000000           -0.002264         0.627918             0.507005           -0.378253         -0.755191             727.066284           485.842377          753.389954             600.772095           262.203766
 8.404035         0.000070             0.000016           0.000060         0.098442             0.000000           0.379845         -0.381875             -0.127023           0.124742         -0.876111             670.897278           386.876038          599.899231             882.344543           261.186768
 8.405244         0.078130             0.000000           0.028880         0.000168             0.000000           0.509464         -0.126318             -0.246868           0.001338         -0.754240             872.722717           368.734436          589.300415             545.383728           261.824219
 8.406454         0.001729             0.000009           0.000009         0.000000             0.000000           0.373519         -0.128770             -0.001479           -0.505208         -0.751724             568.456299           362.296021          460.503357             455.507050           301.346405
 8.407663         0.128489             0.000000           0.000000         0.000000             0.000002           -0.377831         -0.012183             -0.381454           -0.628946         -0.255842             774.529297           363.914764          410.258148             467.582245           332.303223
 8.408873         0.000378             0.000000           0.000000         0.000000             0.000002           0.751479         -0.756050             -0.256140           -0.252635         0.369532             512.837097           336.330933          422.655304             450.676544           330.249207
 8.410083         0.060913             0.000000           0.000000         0.000000             0.000000           -0.125438         -0.257865             -0.258627           -0.629173         0.117064             1118.609497           394.587158          406.057373             446.441376           314.868011
 8.411293         0.207825             0.000000           0.023925         0.000000             0.000000           1.145446         0.120638             0.127633           -0.756362         -0.629521             970.269348           441.484314          503.015991             432.367279           301.201080
 8.412503         0.007284             0.000000           0.000000         0.000000             0.000000           1.014376         -0.255660             -0.002997           -0.635322         -0.384134             872.798035           456.974884          445.100128             467.117371           297.799225
 8.413714         0.000000             0.000101           0.000000         0.000001             0.000000           0.120275         0.752648             -0.377153           -0.379822         -0.505194             883.499146           514.860474          472.672455             576.949402           310.365814
 8.414925         0.000410             0.211513           0.000000         0.000612             0.000000           -0.136463         -0.250758             -0.128468           -0.253627         -0.382634             1164.831421           799.442322          494.897736             988.578003           280.170837
 8.416136         0.022541             0.000000           0.000000         0.213192             0.000000           0.000668         -0.256635             0.752492           0.374504         -0.757747             916.767456           358.457245          484.158478             2095.293457           249.647110
 8.417347         0.000031             0.000000           0.000000         0.133151             0.000000           0.255343         -0.755366             -0.256125           1.653121         -0.878608             687.279053           302.026825          453.997467             4247.056152           259.587067
 8.418559         0.052629             0.000000           0.000000         1.000000             0.000000           -0.134921         -0.755276             -0.258098           1.659238         -0.879875             788.050720           271.085175          404.964905             2293.992920           313.210510
 8.419771         0.673228             0.000000           0.000000         0.000111             0.000000           -0.504813         -0.633137             -0.508896           0.503902         -0.132463             1029.277222           266.815857          331.733765             1627.621582           370.692993
 8.420983         0.013350             0.000000           0.000000         0.000000             0.000000           0.241966         -0.508103             -0.753381           -0.254539         -0.504539             512.160217           292.436493          329.611023             1263.538940           376.967834
 8.422195         0.000054             0.000000           0.000000         0.080705             0.000000           -0.629317         -0.754723             -0.630536           1.388437         -0.757930             394.480042           266.267609          350.179596             1603.943481           375.524261
 8.423407         0.000001             0.000000           0.000000         0.001057             0.000000           -0.508855         -0.259576             -0.631224           0.753333         -0.501620             374.359650           305.642059          347.623627             865.245850           441.554382
 8.424620         0.000000             0.000000           0.000000         0.002285             0.003538           -0.755718         -0.011509             -0.011854           0.763581         -0.000030             390.812012           309.642609          369.381134             771.948730           480.362518
 8.425833         0.000000             0.000000           0.000000         0.000000             0.000000           -0.505788         -0.132026             -0.508712           -0.127499         -0.253283             403.612518           357.170776          347.946106             694.541382           500.924713
 8.427046         0.000000             0.000000           0.000020         0.000001             0.002719           -0.504924         -0.384316             -0.507613           0.379656         0.754906             416.343750           343.102692          419.574951             708.111877           554.793213
 8.428260         0.000000             0.000000           0.000000         0.000000             0.000026           -0.009945         -0.256785             -0.381821           -0.627189         0.376630             402.009247           326.260071          371.438263             709.853394           536.845581
 8.429474         0.000000             0.000000           0.000000         0.000000             0.000000           -0.132093         -0.256225             -0.757783           -0.504602         -0.377744             493.920044           546.616272          314.898956             906.353333           526.152954
 8.430687         0.000051             0.000004           0.000000         0.009816             0.045984           -0.002363         -0.009037             -0.631258           0.129461         -0.007667             388.524933           306.224609          356.830841             1159.426392           652.070251
 8.431902         0.000011             0.000000           0.000000         0.000000             0.000000           -0.628897         -0.628204             -0.634302           -0.502120         0.119279             353.992615           298.846344          374.721497             872.841125           634.387451
 8.433116         0.000000             0.000025           0.000000         0.000009             0.000004           -0.878810         -0.003107             -0.505001           0.119688         0.121417             267.135132           333.224609          391.920471             1736.418091           670.631470
 8.434331         0.000000             0.000573           0.000000         0.322367             0.000965           -0.880586         0.000300             -0.257003           0.253780         0.491657             271.302765           340.758270          396.830444             1822.033447           755.112915
 8.435545         0.000000             0.000000           0.000000         0.002365             0.000000           -0.511788         0.115721             -0.628206           -0.507322         -0.011354             368.969086           347.416107          360.935608             2480.570557           934.358154
 8.436761         0.000000             0.000003           0.000000         0.771778             0.000000           -0.252360         -0.383440             -0.878418           0.389035         -0.877531             415.542908           352.048615          365.700500             3493.299561           1467.454346
 8.437976         0.000000             0.000001           0.000000         0.140609             0.000000           -0.009955         -0.128039             -0.506281           2.914710         -0.384311             429.909851           361.957672          441.053192             3251.418213           2495.221191
 8.439191         0.000000             0.000041           0.000002         0.193296             0.169568           -0.753162         -0.131376             -0.253965           0.883030         0.001346             452.422058           373.267914          501.897461             2677.749023           1983.819580
 8.440407         0.000000             0.001648           0.000014         0.012983             0.002538           -0.249498         0.247240             0.376432           1.389981         1.389569             557.737793           465.769012          553.611877             2037.206177           1716.641357
 8.441623         0.000000             0.000002           0.000001         0.093627             0.533133           -0.008030         -0.377851             -0.504084           0.257588         0.259238             670.112549           420.491180          587.626526             2283.052246           1704.828003
 8.442839         0.000000             0.000001           0.000000         0.623167             0.000000           -0.376720         0.244424             -0.629742           2.169187         -0.630961             924.279846           419.087952          723.219360             4042.135254           928.969116
 8.444056         0.000000             0.002923           0.000000         0.000318             0.000000           -0.130081         0.250551             -0.506625           0.757292         -0.753560             1462.597778           442.592896          1955.362427             1348.227173           917.795044
 8.445273         0.000000             0.001725           0.320548         0.000025             0.000017           0.498335         0.753637             1.013073           -0.123759         -0.381544             2803.454834           513.801880          2089.560547             972.812134           916.627563
 8.446490         1.000000             0.270198           0.008410         0.000041             0.000000           0.255144         0.638076             -0.501503           -0.502660         -0.253579             5468.045898           1169.868042          1256.294067             870.731140           1058.323608
 8.447707         1.000000             0.000000           0.000000         0.001421             0.000000           3.830821         -0.252183             -0.628251           0.128386         -0.007083             13359.228516           638.342712          1417.908325             860.398621           2034.359253
 8.448924         1.000000             0.000038           0.000000         0.000000             0.004135           4.455974         -0.001305             0.376610           -0.378730         1.758766             16417.417969           526.412598          1960.491821             769.443848           4585.223145
 8.450142         1.000000             0.291481           1.000000         0.000000             0.013924           0.507511         0.757147             -0.382233           -0.125293         0.251077             11195.717773           1302.193359          3293.188965             769.131470           1775.210083
 8.451360         1.000000             0.018676           1.000000         0.000031             0.147444           1.523246         -0.377668             0.763579           0.251194         1.013624             6964.655273           579.527100          6392.578613             746.515869           1376.893799
 8.452578         1.000000             0.000000           1.000000         0.000000             0.000076           0.248085         -0.756456             0.131725           0.490720         -0.126142             4600.698730           417.975739          11078.453125             716.301453           982.852417
 8.453796         1.000000             0.000000           1.000000         0.000000             0.000000           1.394683         -0.257910             1.525963           -0.254573         -0.128546             2997.897705           402.513580          9988.651367             685.623352           859.195801
 8.455015         0.000000             0.000193           1.000000         0.000000             0.000000           -0.256657         0.368669             2.040369           -0.133484         -0.250028             1851.444214           398.192841          8205.964844             734.183105           759.270996
 8.456234         0.000000             0.000000           1.000000         0.000000             0.000028           -0.011788         -0.756344             0.760179           -0.377798         0.120422             1297.615601           317.113373          6848.092285             806.603455           752.613647
 8.457453         0.000000             0.000000           0.017403         0.032507             0.000002           -0.133315         -0.511974             0.755211           -0.000359         -0.504987             1099.079590           353.099945          5615.958008             1288.740601           775.757202
 8.458672         0.000000             0.000000           0.000830         0.207677             0.000148           0.120001         -0.265251             0.380276           0.768777         0.248365             984.356262           323.159821          4051.344238             2298.929688           728.704895
 8.459892         0.000218             0.000000           1.000000         0.280284             0.008477           0.378181         -0.634855             0.128964           1.393335         0.378505             887.250793           254.580597          3821.468262             4965.407227           838.959778
 8.461111         0.000000             0.000000           1.000000         1.000000             0.000000           -0.134444         -0.755718             -0.008910           2.554523         -0.752492             822.165894           236.010330          2298.258301             6433.626465           542.709961
 8.462331         0.000000             0.000000           1.000000         0.159325             0.000000           -0.007977         -0.503334             -0.631507           1.137960         -0.506713             828.470825           306.258728          2003.976196             3562.187500           586.062622
 8.463552         0.027515             0.000000           1.000000         0.765586             0.000000           0.507577         -0.754339             -0.629806           1.916910         -0.254704             1397.026733           283.875946          1981.659058             7920.904297           604.231750
 8.464772         0.336106             0.000000           1.000000         1.000000             0.000012           0.383304         -0.378775             -0.128011           3.061903         0.243892             1498.769165           336.049591          1915.654053             5475.671387           687.067627
 8.465993         0.000000             0.000000           0.049236         0.334495             0.001319           -0.377660         -0.379060             1.516912           2.031244         -0.385029             1314.926636           381.241760          2138.680176             5069.220703           689.598267
 8.467214         0.000000             0.000004           0.000000         0.241075             0.000000           -0.508023         -0.002431             -0.125030           1.274236         -0.629094             1045.484619           474.902710          2091.245605             3173.132568           606.366089
 8.468435         0.090567             0.016453           1.000000         0.014165             0.000000           -0.124146         -0.244330             0.503989           0.500072         -0.128653             2368.222656           922.691162          2518.057373             2210.068359           566.541504
 8.469656         0.111657             0.116927           1.000000         0.000000             0.000000           2.666492         0.751535             0.374636           0.374237         0.002737             3416.455811           3125.041260          2531.911865             1138.791016           550.240295
 8.470878         0.070339             0.000000           1.000000         0.000002             0.000022           1.265985         -0.134763             -0.126530           -0.251567         -0.003767             1949.803833           957.009949          2180.715088             815.504822           511.119354
 8.472100         0.012505             0.000000           1.000000         0.017359             0.000315           0.126603         -0.378361             0.504909           -0.255772         -0.507473             1474.868896           574.625793          1914.365479             772.228943           425.919861
 8.473322         0.001458             0.000004           0.001366         0.000000             0.000000           0.880062         0.373924             -0.254846           -0.123949         -0.630208             2225.473145           541.339600          1914.161377             721.196289           367.676849
 8.474545         0.219286             0.000000           0.508868         0.000000             0.000000           2.029507         -0.504917             1.516017           -0.006078         -0.755328             3895.152344           479.142944          3466.429688             676.332825           368.066742
 8.475767         0.345031             0.000000           0.000000         0.000000             0.000000           2.288510         -0.505304             -0.382166           -0.379284         -0.506978             2936.194092           450.881012          1424.410278             635.570190           382.127899
 8.476990         0.000000             0.000000           0.001066         0.000000             0.000000           -0.002794         -0.004768             0.371603           -0.503815         -0.506686             1337.513550           448.688263          1216.338257             592.734314           371.135193
 8.478213         0.000000             0.000009           0.000000         0.000001             0.000000           -0.006064         -0.255513             -0.126845           0.121197         -0.634204             956.855591           462.622864          1000.345276             676.010864           377.822113
 8.479436         0.000000             0.001546           0.000000         0.018563             0.000000           -0.503788         0.876976             -0.381018           0.761154         -0.635080             733.875366           737.788391          810.956360             771.889771           430.157471
 8.480660         0.000000             0.000003           0.000000         0.087419             0.000000           -0.263652         -0.004052             -0.131325           0.508418         -0.633636             705.696594           460.226166          795.480957             928.458740           468.539307
 8.481884         0.000000             0.000000           0.000000         0.000270             0.000000           -0.381860         -0.384212             -0.132047           -0.378327         0.374827             654.312012           420.122375          682.758667             558.253723           654.403625
 8.483108         0.000000             0.000000           0.000000         0.000000             0.105033           -0.130318         -0.387481             -0.506591           0.123516         1.018134             653.635559           513.733276          603.996582             578.977722           1686.483765
 8.484332         0.000001             0.000000           0.000000         0.106510             0.768510           0.000400         0.112861             -0.754736           1.901336         2.549075             713.661316           645.640137          534.043091             1262.846313           4889.073242
 8.485556         0.047045             0.000000           0.000000         0.855418             0.021374           -0.002120         -0.135470             -0.754270           0.629916         0.126496             843.071777           619.641724          498.679382             1733.279419           2465.919189
 8.486781         0.001191             0.001339           0.000000         0.000000             0.001123           0.376277         -0.000179             -0.754314           -0.257118         -0.251552             610.796204           471.893799          487.627594             551.692871           1475.236084
 8.488006         0.001940             0.000000           0.000000         0.000007             0.036808           0.372057         -0.123011             -0.383905           0.369501         0.251161             573.656128           379.220001          520.757019             496.048889           1745.078613
 8.489231         0.001926             0.000102           0.000049         0.000000             0.000000           0.247349         0.378423             -0.255375           -0.376030         -0.256514             601.228333           359.894470          528.036255             473.447113           599.118713
 8.490457         0.000001             0.000001           0.035643         0.000000             0.000000           -0.130039         -0.507099             0.001914           -0.504100         -0.266337             632.917847           316.597168          608.013489             462.727051           527.881775
 8.491683         0.049495             0.000000           0.026614         0.000000             0.000000           0.241323         -0.260422             0.376956           -0.252637         -0.263564             1334.946045           333.879822          562.262939             432.116974           508.359619
 8.492908         0.006528             0.000000           0.000463         0.000000             0.000000           0.379788         -0.135576             0.126083           -0.256980         -0.381741             942.717041           339.021179          539.541565             438.177734           561.538391
 8.494135         0.297414             0.005065           0.000031         0.000001             0.000000           1.021875         0.872919             0.245263           -0.004376         -0.132878             1721.079956           383.874481          514.803894             436.372162           671.462463
 8.495361         0.000106             0.000000           0.000518         0.000003             0.000000           0.376042         -0.378828             0.001357           0.251728         -0.628523             683.488953           339.558136          533.819336             463.715454           994.899170
 8.496588         0.000288             0.000177           0.000000         0.000544             0.055413           -0.127691         -0.003857             -0.006355           -0.003777         -0.248847             593.838257           330.436554          547.586792             478.641693           1591.730103
 8.497814         0.000000             0.000000           0.000000         0.103317             0.185542           0.115880         -0.505308             -0.630800           0.499684         0.378464             613.677917           319.584167          516.501221             936.728027           1519.227417
 8.499042         0.000000             0.000000           0.000000         0.000000             0.110364           -0.382443         0.117961             -0.134091           -0.754999         0.633613             578.142029           500.400146          747.802124             422.927124           1756.664429
 8.500000         0.000000             0.000000           0.000000         0.000000             0.000088           -0.511863         -0.134101             -0.269204           -0.635894         0.506056             239.896698           395.875275          269.904877             1304.694336           397.340790
 8.501228         0.000000             0.000000           0.000000         0.000000             0.001246           -0.757854         -0.136523             -0.634019           -0.628823         -0.377623             208.287628           421.520935          251.120956             609.209229           356.088257
 8.502455         0.000000             0.000000           0.000000         0.000000             0.018839           -0.263826         -0.503310             -0.753574           -0.503202         0.129152             226.312393           492.697235          234.494019             426.239990           423.766571
 8.503683         0.000000             0.000000           0.000000         0.000000             0.000011           -0.507988         -0.504326             -0.753743           -0.129279         -0.254408             240.412918           544.023865          217.839417             374.321991           338.113708
 8.504912         0.000000             0.000000           0.000000         0.000000             0.000000           -0.635095         -0.510317             -0.754179           -0.003006         -0.128189             210.469910           511.851227          208.349426             354.004974           301.840759
 8.506140         0.000000             0.000000           0.000000         0.000000             0.000000           -0.756652         -0.633882             -0.877669           0.251572         -0.255939             199.688019           434.632416          183.866913             353.261841           284.935730
 8.507369         0.000000             0.000000           0.000000         0.000098             0.000000           -0.510237         -0.754306             -0.630739           0.117784         -0.511189             220.874283           460.660370          238.917969             341.607849           267.450104
 8.508598         0.000000             0.000000           0.000000         0.000000             0.000000           -0.139728         -0.752315             -0.501648           0.000028         -0.391058             247.237991           567.258972          256.638855             329.159515           268.446136
 8.509827         0.000000             0.173668           0.000014         0.000000             0.000000           -0.390926         0.878365             0.002171           0.247677         -0.380076             238.678375           1458.474121          309.156769             338.736816           295.630737
 8.511056         0.000000             0.200539           0.000331         0.000000             0.000000           -0.633328         0.882717             -0.122598           -0.631316         0.250832             241.116516           2527.911377          348.625275             298.564697           287.401093
 8.512286         0.000000             0.314807           0.048975         0.000000             0.000173           -0.757554         0.636106             -0.506634           -0.265883         0.250309             216.493896           1355.422485          409.752167             298.196869           282.605469
 8.513516         0.000000             0.000001           0.000000         0.000000             0.000011           -0.631082         -0.252170             -0.633713           -0.630784         -0.124353             229.283035           857.045349          244.560425             319.981750           276.163879
 8.514746         0.000000             0.000000           0.000000         0.000000             0.038449           -0.753458         -0.507134             -0.878394           -0.255246         -0.752104             221.448807           1258.875732          203.752075             365.930206           345.435028
 8.515976         0.000000             1.000000           0.000000         0.000000             0.000000           -0.384865         0.756740             -0.753294           -0.385845         -0.631012             236.122253           2467.798584          205.965012             395.159698           266.098572
 8.517207         0.000000             1.000000           0.000000         0.000000             0.000000           -0.503027         0.892368             -0.877656           -0.132593         -0.755122             240.581635           7496.421875          206.597656             368.423309           258.321625
 8.518438         0.000000             1.000000           0.000000         0.000000             0.000000           -0.503485         4.470289             -0.255500           0.110891         -0.003397             244.051544           8772.036133          263.069733             351.748810           307.446899
 8.519669         0.000000             1.000000           0.000314         0.000000             0.027554           -0.509073         1.525655             0.122688           -0.508465         0.002826             236.706833           7310.293945          290.522034             366.344604           432.490234
 8.520900         0.000000             1.000000           0.000001         0.000000             0.000000           -0.508239         0.749189             -0.509142           -0.002606         -0.503066             223.419739           2392.107178          277.561340             405.069580           372.980194
 8.522132         0.000000             0.251123           0.000000         0.000000             0.000481           -0.382506         1.657584             -0.504751           1.527599         -0.254020             223.677795           3101.621582          277.688232             452.742889           495.359772
 8.523364         0.000000             0.000000           0.000000         0.001406             0.000000           -0.385529         -0.001529             -0.383012           0.258204         0.127988             228.188354           1304.543457          299.531860             508.023102           886.794678
 8.524596         0.000000             0.000133           0.000000         0.074758             1.000000           -0.878197         0.630600             -0.130940           0.632534         -0.124011             177.111816           1116.445435          312.678192             933.332336           1708.976196
 8.525828         0.000000             0.029260           0.000001         0.029107             0.000005           -0.384461         1.142347             -0.378542           0.004113         0.001873             204.526138           2373.929932          300.680695             870.470215           847.003235
 8.527060         0.000000             0.216546           0.000000         0.512176             0.000000           -0.134664         0.497864             -0.004523           1.526086         -0.504615             248.359573           2258.851074          324.213898             1829.006348           539.974609
 8.528293         0.000050             0.000000           0.000004         0.001826             0.000000           0.878554         -0.130961             -0.503287           0.625778         -0.256081             280.926331           794.067627          320.291870             630.044922           485.371368
 8.529526         0.000000             0.000018           0.000000         0.090675             0.000000           -0.507191         -0.377994             -0.879174           1.414103         -0.126469             331.003571           663.237793          220.969437             1241.149414           476.458954
 8.530759         0.000000             0.000002           0.000000         0.712730             0.000000           -0.389601         -0.252220             -0.758582           0.003894         -0.255097             242.596848           583.487610          210.076965             1616.518677           499.715851
 8.531993         0.000000             0.001002           0.000000         0.000000             0.000030           -0.385144         -0.006499             -0.879435           -0.007927         0.125532             237.077484           560.031433          193.306702             504.213837           677.043884
 8.533227         0.000000             0.000000           0.000000         0.000000             0.000223           -0.758691         -0.630131             -0.880194           -0.631940         0.000579             215.820282           469.268829          167.528000             359.939545           777.049316
 8.534461         0.000000             0.000000           0.000000         0.000000             0.008070           -0.878624         0.376469             -0.755446           -0.505269         0.503764             163.016495           478.692902          172.028320             356.390381           727.407349
 8.535695         0.000000             0.000162           0.000000         0.000000             0.001041           -0.877815         0.251794             -0.629571           -0.504370         0.889736             157.930893           467.149963          211.100540             357.926117           629.067871
 8.536929         0.000000             0.008795           0.000000         0.000000             0.004608           -0.382795         -0.380571             -0.255646           -0.754234         -0.003824             220.224701           450.566803          230.043182             332.214813           697.003845
 8.538164         0.000000             0.000000           0.000000         0.000000             0.000000           0.130823         -0.754522             -0.383653           -0.130824         -0.257893             244.478210           353.341492          217.247192             336.580963           524.779358
 8.539399         0.000417             0.000000           0.000000         0.000000             0.000000           0.250651         -0.508980             -0.755510           -0.505848         -0.256392             256.487335           348.075836          201.581833             343.582550           343.094574
 8.540634         0.022312             0.000000           0.000000         0.000000             0.000000           -0.629974         -0.014036             -0.140981           0.241271         -0.127022             330.142883           395.967163          223.905441             353.222046           314.774963
 8.541869         0.000000             0.002410           0.000000         0.000000             0.000014           -0.254187         0.625535             -0.503229           -0.501522         -0.506413             325.962738           420.099731          228.438446             310.868408           290.632477
 8.543105         0.000000             0.000000           0.000000         0.000000             0.000000           -0.630171         -0.253062             -0.134638           -0.631618         -0.631061             213.577621           375.412262          235.966858             324.006531           271.798218
 8.544341         0.000000             0.000000           0.000000         0.000000             0.000000           -0.386407         -0.253589             -0.126146           -0.633364         -0.509707             233.335098           391.014038          238.700974             330.347534           258.469452
 8.545577         0.000000             0.000000           0.000000         0.000000             0.000000           -0.628214         -0.378831             0.116619           -0.507876         -0.756478             223.024658           357.599457          242.838455             338.568054           269.259125
 8.546813         0.000000             0.000000           0.000000         0.000000             0.000000           0.121364         -0.253825             -0.258937           -0.507221         -0.752608             237.834137           403.812653          235.153305             339.435181           264.783630
 8.548050         0.000000             0.000000           0.000000         0.000000             0.000000           -0.259342         -0.253003             0.234533           -0.503648         -0.138181             241.307770           452.806732          259.561920             364.088531           310.165710
 8.549287         0.000000             0.000000           0.000000         0.000001             0.000019           -0.503833         -0.008231             -0.133422           0.508556         -0.631512             242.556458           539.347900          262.970581             435.522461           307.358856
 8.550524         0.013860             0.000000           0.008970         0.048266             0.000000           0.759997         -0.002980             0.882499           1.269268         -0.757565             349.201782           630.170044          396.994568             723.548340           264.624603
 8.551761         0.000004             0.249897           0.413100         0.917028             0.000000           -0.253062         1.023696             0.375606           -0.503248         -0.759178             259.094818           1586.773438          1026.339844             961.379211           228.432861
