Z                                       xi                                                    xi1                                                    xi2                                                   xi3                                                     xi4                                                    delta                                                                delta1                                                                delta2                                                                delta3                                                                delta4                                                                Ts                                                                Ts1                                                                 Ts2                                                                 Ts3                                                                Ts4
 16.180450         0.000000             0.000000           0.000000         0.000000             0.000000           -0.011180         -0.119315             -0.250812           -0.256869         -0.392020             5.547190           7.599001          4.869806             3.297068           2.421247
 16.183432         0.000000             0.000001           0.000000         0.000000             0.000000           0.008681         0.518999             -0.127527           -0.259601         -0.758614             6.431846           8.765806          6.196530             3.380630           3.137613
 16.186415         0.000000             0.000000           0.000000         0.000000             0.000000           -0.003440         0.003094             -0.003362           -0.251280         -0.635976             5.997991           6.236019          6.779946             2.977381           4.182691
 16.189399         0.000000             0.000000           0.000000         0.000000             0.000000           -0.002282         -0.247494             -0.000337           -0.010884         -0.632569             4.989232           6.783916          6.817168             4.777702           3.676865
 16.192383         0.000000             0.000000           0.000000         0.000000             0.000000           -0.504675         -0.753043             -0.507583           -0.261270         -0.512405             3.392240           7.405710          5.325250             5.947868           2.419688
 16.195368         0.000000             0.000000           0.000000         0.000000             0.000000           -0.000955         -0.005843             -0.512122           -0.255895         -0.513711             5.880084           8.254848          3.741242             6.389935           2.448187
 16.198354         0.000000             0.000148           0.000000         0.000000             0.000000           0.001619         0.893863             -0.755549           -0.014648         -0.262107             6.085678           11.674180          5.109025             6.436124           4.285387
 16.201341         0.000000             0.000000           0.000000         0.000000             0.000000           0.373438         0.513108             -0.510340           -0.008664         -0.381623             5.677485           10.668985          3.953832             6.029138           5.846797
 16.204329         0.000000             0.035960           0.000000         0.000000             0.000000           -0.003230         0.900447             -0.264974           -0.133232         -0.254674             5.675332           50.956207          6.520647             3.442604           6.003668
 16.207317         0.000000             0.000003           0.000000         0.000000             0.000000           -0.381813         1.032827             -0.134077           -0.634254         -0.755752             6.721522           11.899705          7.613825             1.684414           4.965294
 16.210306         0.000000             0.000090           0.000000         0.000000             0.000000           0.235660         0.644585             -0.007561           -0.512003         -0.758395             6.934443           10.211175          8.031533             4.112370           4.417664
 16.213296         0.000000             0.000000           0.000000         0.000000             0.000000           0.262964         0.374443             -0.376094           -0.264591         -0.507032             9.774724           9.761517          11.256006             4.371121           5.461250
 16.216287         0.000000             0.000000           0.000000         0.000000             0.000000           0.018596         0.247843             0.131414           -0.756928         -0.507865             8.899134           12.259109          12.553516             4.622881           5.362359
 16.219278         0.000000             0.000000           0.000000         0.000000             0.000000           0.511759         0.259258             -0.002510           -0.508769         -0.003962             8.599272           16.066298          11.465238             4.473031           5.545531
 16.222270         0.000000             0.000000           0.000000         0.000000             0.000000           -0.252296         0.522407             -0.127275           -0.264580         -0.505255             8.641019           17.027552          10.291680             5.640355           4.204927
 16.225263         0.000000             0.000000           0.000000         0.000000             0.000000           0.120132         0.249903             0.247572           -0.637600         -0.263929             8.173935           15.180626          10.372388             4.850523           4.711296
 16.228257         0.000000             0.000000           0.000097         0.000000             0.000000           0.123775         0.238151             -0.119265           -0.388644         0.002753             8.146634           13.330926          13.492065             5.392028           5.627308
 16.231251         0.000000             0.000000           0.001759         0.000000             0.000000           -0.129561         -0.253120             0.513964           -0.508362         0.129577             6.842433           11.678982          18.926874             5.335010           6.157718
 16.234247         0.000000             0.000000           0.000000         0.000000             0.000000           -0.378008         0.503853             0.005107           -0.378523         0.127906             7.684465           11.616316          11.014537             6.900237           7.083611
 16.237243         0.000000             0.000000           0.000000         0.000000             0.000000           0.499516         0.517454             -0.253410           0.128508         -0.135410             8.659352           11.784071          10.519911             6.953445           4.263198
 16.240240         0.000000             0.000000           0.000000         0.000000             0.000000           0.003353         -0.000404             0.126122           0.374673         -0.256287             10.007451           11.985711          10.379110             6.864871           5.540449
 16.243237         0.000000             0.000000           0.000000         0.000000             0.000000           0.383942         -0.255049             0.123903           -0.011815         -0.505709             10.991264           13.094138          9.989195             6.438566           5.601146
 16.246236         0.000000             0.000000           0.000000         0.000000             0.000000           0.261640         0.001211             -0.256145           -0.258810         -0.261342             11.635553           14.882694          10.238783             6.130376           5.721537
 16.249235         0.000000             0.000220           0.000000         0.000000             0.000000           0.254758         0.902933             -0.380513           -0.380074         -0.256252             9.812297           17.433052          10.386159             6.237429           5.864883
 16.250000         0.000000             0.000000           0.000000         0.000027             0.000000           0.109758         -0.382855             0.236045           1.281304         0.880539             8.695244           7.410809          8.904842             16.769270           8.288375
 16.253000         0.000000             0.000000           0.000000         0.004975             0.000000           -0.632526         -0.501949             -0.388966           0.498030         -0.123744             5.661283           7.909035          5.662726             14.322422           5.777850
 16.256001         0.000000             0.000008           0.000000         0.000000             0.000000           -0.273144         0.383735             -0.264154           0.239181         -0.003734             5.454715           9.179072          6.164846             6.745037           5.165957
 16.259003         0.000000             0.000000           0.000000         0.000000             0.000000           -0.756359         0.256355             -0.510737           0.116725         0.385974             3.591144           9.307590          3.979833             7.158882           6.551500
 16.262006         0.000000             0.000000           0.000000         0.000000             0.000000           -0.630783         0.369564             -0.504844           -0.387701         -0.123089             3.923207           8.236145          2.461830             6.019417           8.716247
 16.265009         0.000000             0.000000           0.000000         0.000000             0.000000           -0.877888         -0.128169             -0.508249           0.114213         -0.007200             2.688213           7.032115          3.246572             6.007660           4.618156
 16.268013         0.000000             0.000000           0.000000         0.000000             0.000000           -0.757793         -0.006256             -0.755106           -0.632393         -0.382316             2.228159           6.101655          3.056082             4.595799           3.894153
 16.271018         0.000000             0.000000           0.000000         0.000000             0.000000           -0.756183         -0.753305             -0.506818           -0.018642         -0.263765             2.340309           6.670212          3.000377             6.084884           4.498539
 16.274024         0.000000             0.000000           0.000000         0.000000             0.000000           -0.630541         -0.243534             -0.501648           0.489027         -0.013654             3.704179           7.270897          3.206164             6.780355           4.294188
 16.277030         0.000000             0.000000           0.000000         0.000000             0.000000           -0.513661         -0.505715             -0.373252           -0.634719         -0.002512             2.842528           7.899506          3.820261             5.921653           5.487991
 16.280037         0.000000             0.000000           0.000000         0.000000             0.000000           -0.510933         -0.627173             0.002363           -0.754304         -0.001037             4.898870           9.412577          5.152089             5.987178           5.257106
 16.283045         0.000000             0.000000           0.000000         0.000000             0.000000           -0.508386         0.242652             -0.503275           -0.504400         -0.001720             5.067586           12.090473          4.821259             6.217304           5.014627
 16.286054         0.000000             0.000000           0.000000         0.000000             0.000000           -0.135423         0.006233             -0.632315           0.124823         -0.246213             4.996254           13.429917          3.224486             6.434260           4.622659
 16.289064         0.000000             0.000000           0.000000         0.000000             0.000000           -0.136404         -0.128595             -0.507981           0.254417         0.003085             5.459555           16.035955          3.087935             6.663154           6.422102
 16.292074         0.000000             0.000482           0.000000         0.000000             0.000000           -0.383648         1.540745             -0.506364           0.121217         -0.380785             5.494517           23.851376          2.932628             6.546963           6.253711
 16.295085         0.000000             0.000045           0.000000         0.000000             0.000000           -0.257750         0.270372             -0.754498           -0.629667         -0.009536             5.200513           24.336281          3.004375             5.662843           4.090224
 16.298097         0.000000             0.013035           0.000000         0.000000             0.000000           -0.382866         1.036096             -0.004668           -0.629975         -0.127164             5.029837           34.777481          4.288171             3.469498           4.618315
 16.301110         0.000000             0.000001           0.000000         0.000000             0.000000           -0.258612         0.013281             -0.003601           -0.009546         -0.505735             5.610961           13.500056          8.118582             6.382751           5.111616
 16.304124         0.000000             0.000000           0.000000         0.000000             0.000000           -0.009352         0.009330             -0.261080           0.246936         -0.256762             6.695159           10.374908          3.793205             6.496478           6.435488
 16.307138         0.000000             0.000000           0.000000         0.000000             0.000000           0.119696         -0.005030             -0.505077           -0.003514         -0.007337             5.869518           9.275723          3.388033             6.728719           6.860765
 16.310153         0.000000             0.000000           0.000000         0.000000             0.000000           -0.138790         0.497400             -0.257715           0.765835         0.263005             4.203856           8.949791          4.230908             6.970671           8.189035
 16.313169         0.000000             0.000000           0.000000         0.000000             0.000000           -0.026362         0.002356             -0.504736           -0.125109         -0.252536             1.889038           5.792703          4.570521             7.742922           8.050906
 16.316186         0.000000             0.000000           0.000000         0.000000             0.000000           -0.012292         0.244581             0.122447           0.131787         0.503088             5.418137           5.767180          4.796723             7.044175           6.970010
 16.319203         0.000000             0.000000           0.000000         0.000000             0.000000           -0.006422         0.490785             -0.002931           -0.132690         -0.509010             3.849732           7.428989          6.679583             6.716897           6.384725
 16.322221         0.000000             0.000000           0.000000         0.000000             0.000000           0.629685         0.248232             -0.001294           -0.006763         0.118606             6.634105           8.385600          6.590006             6.735293           6.713350
 16.325240         0.000000             0.000000           0.000000         0.000000             0.000000           -0.626266         -0.377964             -0.515913           0.520747         -0.753319             5.810551           8.080933          6.336238             7.324348           5.939044
 16.328260         0.000000             0.000000           0.000000         0.000000             0.000000           -0.264456         -0.121818             -0.758258           0.118712         0.374478             5.339757           7.797350          2.396700             6.362586           6.898725
 16.331281         0.000000             0.000000           0.000000         0.000000             0.003606           -0.512451         0.118691             -0.757242           -0.257794         -0.115905             4.552255           7.830099          1.865686             5.046950           10.154273
 16.334302         0.000000             0.000000           0.000000         0.000000             0.000000           -0.754963         0.494852             -0.760141           -0.261128         0.126632             4.782241           7.735159          1.488141             5.163554           7.005851
 16.337325         0.000000             0.000000           0.000000         0.000000             0.000000           -0.013263         0.259188             -0.511115           0.874783         0.253248             4.210314           9.723793          1.280073             4.653083           6.856325
 16.340348         0.000000             0.000000           0.000000         0.000000             0.000000           -0.511022         -0.001702             -0.503787           0.117950         0.007551             5.070858           6.225311          2.080487             4.354528           8.621029
 16.343371         0.000000             0.000000           0.000000         0.000000             0.000001           -0.009132         -0.011640             -0.510867           -0.513842         0.910364             5.961640           5.940984          1.968617             3.713036           7.026914
 16.346396         0.000000             0.000000           0.000000         0.000000             0.000010           0.503008         -0.505095             -0.756514           -0.012462         0.258913             6.334736           6.562803          1.668405             4.703090           8.184235
 16.349421         0.000000             0.000000           0.000000         0.000000             0.000000           0.380593         0.000524             -0.510538           -0.755902         0.120160             6.575337           6.735054          2.200085             4.797011           7.491133
 16.352448         0.000000             0.000000           0.000000         0.000000             0.000000           -0.254598         -0.499696             -0.136226           -0.877116         -0.124493             5.355866           4.844035          4.029637             2.074448           6.497751
 16.355474         0.000000             0.000000           0.000000         0.000000             0.000000           -0.381507         -0.512382             -0.013447           -0.509817         0.118348             6.013409           5.181509          4.345582             4.632245           6.417642
 16.358502         0.000000             0.000000           0.000000         0.000000             0.000000           -0.009257         -0.632319             -0.006152           -0.505555         -0.383204             6.162744           6.275802          4.817286             5.684816           6.263254
 16.361531         0.000000             0.000000           0.000000         0.000000             0.000000           -0.128103         -0.757360             -0.007938           -0.503159         -0.259093             6.259585           2.648445          4.917413             6.229728           6.353711
 16.364560         0.000000             0.000000           0.000000         0.000000             0.000000           -0.377883         -0.264532             -0.507584           -0.506102         -0.257663             3.124702           4.550735          2.127626             5.996967           6.295850
 16.367590         0.000000             0.000000           0.000000         0.000000             0.000000           -0.383558         -0.007039             -0.014278           -0.252136         -0.133992             5.771638           6.457667          3.976121             8.896924           6.549829
 16.370621         0.000000             0.000000           0.000000         0.000000             0.000000           -0.256505         0.266173             0.245645           0.377253         -0.017564             6.065284           8.811764          5.172643             6.946939           6.338922
 16.373653         0.000000             0.000000           0.000000         0.000000             0.000000           0.255301         0.501611             0.521760           0.257321         0.243585             6.315714           8.180130          7.721334             6.564136           5.466522
 16.376685         0.000000             0.000000           0.000000         0.000000             0.000000           0.510779         0.634120             0.256321           0.249284         -0.255071             6.538689           8.320463          8.294799             6.833444           6.705248
 16.379719         0.000000             0.000000           0.000000         0.000000             0.000000           0.375766         0.248545             0.130980           0.370201         -0.632363             6.641745           7.133725          7.288970             5.004205           5.648135
 16.382753         0.000000             0.000000           0.000000         0.000000             0.000000           0.264090         0.248374             0.386789           -0.005263         -0.515603             6.751661           6.508715          7.773092             5.067019           4.261208
 16.385788         0.000000             0.000000           0.000000         0.000000             0.000000           0.380090         -0.375419             0.384129           0.512717         -0.137338             6.620751           4.734252          8.399990             5.742594           4.195946
 16.388823         0.000000             0.000000           0.000000         0.000000             0.000000           0.378222         -0.383930             0.260643           -0.128497         -0.256751             6.500483           5.719660          8.640471             7.925746           5.936457
 16.391860         0.000001             0.000000           0.000000         0.000000             0.000000           0.764007         -0.506661             0.134679           -0.132070         -0.132391             6.612122           6.612332          8.654669             7.337689           5.357949
 16.394897         0.000000             0.000000           0.000000         0.000000             0.000000           0.132748         0.769317             0.259426           0.622834         -0.258496             6.559122           8.654202          8.630004             6.194195           4.922669
 16.397935         0.000000             0.000002           0.000529         0.000000             0.000000           -0.370850         0.772943             0.394374           0.120557         -0.507481             6.717004           9.505619          8.128813             5.534317           3.449615
 16.400974         0.000000             0.000000           0.000923         0.000000             0.000000           0.648573         -0.127611             1.041116           -0.631153         -0.509157             7.083051           9.157593          9.591330             5.773586           3.388309
 16.404014         0.000000             0.000000           0.000008         0.000000             0.000000           0.003785         0.640691             0.005021           -0.509476         -0.630626             6.868407           9.386045          8.189095             4.756252           3.937040
 16.407054         0.000000             0.000000           0.000000         0.000000             0.000000           0.515953         0.255673             0.000583           -0.755914         -0.511530             8.282440           8.415706          6.689380             3.419721           5.562090
 16.410095         0.000000             0.000000           0.000000         0.000000             0.000000           -0.375291         0.000715             -0.253842           -0.503462         -0.508709             8.574026           7.490891          6.812826             4.779065           5.354281
 16.413137         0.000000             0.000000           0.000000         0.000000             0.000000           0.512329         -0.118806             0.127512           0.766856         -0.507775             7.759525           8.947651          8.383264             8.461765           5.429451
 16.416180         0.000000             0.000000           0.000000         0.000012             0.000000           -0.127776         -0.115749             -0.257989           0.522781         -0.514048             7.031595           8.725435          5.985822             8.781992           4.865512
 16.419224         0.000000             0.000000           0.000000         0.000000             0.000000           -0.257206         0.141902             0.002576           0.765666         -0.633044             6.805120           7.535952          7.483156             11.137832           3.509707
 16.422268         0.000000             0.000000           0.000000         0.000000             0.000000           -0.001767         0.130353             0.012144           0.010039         -0.631461             6.121807           7.719193          7.715709             7.894231           5.617058
 16.425314         0.000000             0.000000           0.000000         0.000000             0.000000           -0.505662         0.002813             -0.254185           0.003894         -0.506797             2.925894           6.148631          6.436152             7.045670           5.641642
 16.428360         0.000000             0.000000           0.000000         0.000000             0.000000           -0.004155         0.004655             0.124617           -0.388339         -0.392999             4.628664           6.402563          6.682157             6.087252           2.256857
 16.431407         0.000000             0.000000           0.000000         0.000000             0.000000           -0.005223         -0.247754             -0.126705           -0.879513         -0.391917             4.796277           7.570041          4.648390             2.555896           3.165246
 16.434454         0.000000             0.000000           0.000000         0.000000             0.000000           -0.011180         -0.246229             -0.250812           -0.380573         -0.146837             5.355454           7.274189          4.686749             3.061475           2.298554
 16.437503         0.000000             0.000001           0.000000         0.000000             0.000000           0.008681         0.518999             -0.127527           -0.259601         -0.758614             6.272245           8.422880          6.044607             3.159694           3.118100
 16.440552         0.000000             0.000000           0.000000         0.000000             0.000000           -0.003440         0.003094             -0.003362           -0.376439         -0.635976             5.829383           5.834724          6.632581             2.750006           4.171329
 16.443602         0.000000             0.000000           0.000000         0.000000             0.000000           -0.002282         -0.121734             -0.000337           -0.010884         -0.632569             4.790135           6.398192          6.663188             4.600432           3.641599
 16.446653         0.000000             0.000000           0.000000         0.000000             0.000000           -0.504675         -0.753043             -0.507583           -0.383832         -0.512405             3.175160           7.182808          5.169112             5.829303           2.310368
 16.449704         0.000000             0.000000           0.000000         0.000000             0.000000           -0.000955         -0.004753             -0.512122           -0.133332         -0.513711             5.696506           7.722915          3.505083             6.288141           2.340467
 16.452757         0.000000             0.000078           0.000000         0.000000             0.000000           0.001619         0.893863             -0.755549           -0.014648         -0.262107             5.896306           11.018181          5.002666             6.316766           4.222115
 16.455810         0.000000             0.000000           0.000000         0.000000             0.000000           0.373438         0.387980             -0.510340           -0.008664         -0.381623             5.448133           9.740973          3.662203             5.898437           5.850340
 16.458864         0.000000             0.025988           0.000000         0.000000             0.000000           0.122144         0.900447             -0.264974           -0.133232         -0.130843             5.441053           34.325382          6.230654             3.240467           5.995997
 16.461919         0.000000             0.000002           0.000000         0.000000             0.000000           -0.257555         1.032827             -0.134077           -0.634254         -0.755752             6.527406           10.826211          7.259799             1.451954           5.057176
 16.464974         0.000000             0.000044           0.000000         0.000000             0.000000           0.359913         0.770394             -0.007561           -0.512003         -0.758395             6.641514           9.296138          7.545459             3.966706           4.477960
 16.468031         0.000000             0.000000           0.000000         0.000000             0.000000           0.262964         0.374443             -0.126795           -0.141910         -0.507032             9.451846           8.810406          10.729136             4.205821           5.471966
 16.471088         0.000000             0.000000           0.000000         0.000000             0.000000           0.018596         0.247843             0.256068           -0.756928         -0.507865             8.345851           10.947029          11.797929             4.588361           5.369115
 16.474146         0.000000             0.000000           0.000000         0.000000             0.000000           0.511759         0.259258             -0.127164           -0.508769         -0.003962             7.794071           14.148112          10.726766             4.337906           5.502052
 16.477205         0.000000             0.000000           0.000000         0.000000             0.000000           -0.128938         0.522407             -0.126645           -0.387326         -0.505255             8.045260           14.911530          9.629827             5.512634           4.162127
 16.480265         0.000000             0.000000           0.000000         0.000000             0.000000           -0.003227         0.002283             0.246603           -0.757903         -0.263929             7.642428           13.051546          9.639644             4.760306           4.658690
 16.483325         0.000000             0.000000           0.000038         0.000000             0.000000           0.123775         0.114841             0.130244           -0.388644         0.002753             7.616834           11.559835          12.498228             5.265359           5.583964
 16.486386         0.000000             0.000000           0.001145         0.000000             0.000000           -0.005180         -0.377558             0.391236           -0.508362         0.004696             6.265279           10.371084          16.212534             5.223664           6.115921
 16.489448         0.000000             0.000000           0.000000         0.000000             0.000000           -0.502389         -0.003396             0.258492           -0.378523         0.127906             7.157802           10.452015          10.044270             6.818781           7.049078
 16.492511         0.000000             0.000000           0.000000         0.000000             0.000000           0.499516         0.264075             -0.253410           0.377446         -0.258815             8.081797           10.625565          9.766792             6.819620           4.176510
 16.495575         0.000000             0.000000           0.000000         0.000000             0.000000           0.003353         -0.000404             0.126122           0.125735         -0.256287             9.479135           10.724525          9.607509             6.712403           5.509370
 16.498639         0.000000             0.000000           0.000000         0.000000             0.000000           0.383942         -0.255049             0.123903           -0.011815         -0.505709             10.420819           11.333264          9.202629             6.286527           5.609736
 16.500000         0.000000             0.000000           0.000000         0.000014             0.000000           0.109758         -0.506250             0.236045           1.281304         0.880539             8.672786           7.109900          8.849352             16.317413           8.225757
 16.503066         0.000000             0.000000           0.000000         0.003134             0.000000           -0.632526         -0.501898             -0.511483           0.498030         -0.123744             5.658327           7.610998          5.575923             11.804846           5.689036
 16.506132         0.000000             0.000004           0.000000         0.000000             0.000000           -0.273144         0.384357             -0.262974           0.239181         -0.003734             5.375457           8.725838          6.088467             6.430283           5.052616
 16.509199         0.000000             0.000000           0.000000         0.000000             0.000000           -0.756359         0.256355             -0.510737           -0.007354         0.385974             3.547822           8.767036          3.865277             7.000745           6.462434
 16.512267         0.000000             0.000000           0.000000         0.000000             0.000000           -0.753075         0.369564             -0.504844           -0.263622         -0.123089             3.850745           7.738163          2.292235             5.901076           8.723477
 16.515336         0.000000             0.000000           0.000000         0.000000             0.000000           -0.755595         -0.006805             -0.508249           -0.011200         -0.007200             2.698781           6.606090          3.112635             5.856932           4.498267
 16.518406         0.000000             0.000000           0.000000         0.000000             0.000000           -0.757793         -0.253197             -0.755106           -0.632393         -0.506166             2.111937           5.662477          2.977195             4.491040           3.781270
 16.521476         0.000000             0.000000           0.000000         0.000000             0.000000           -0.756183         -0.627270             -0.506818           -0.018642         -0.139915             2.232362           6.415958          2.862254             5.952556           4.401042
 16.524548         0.000000             0.000000           0.000000         0.000000             0.000000           -0.630541         -0.118651             -0.501648           0.489027         -0.013654             3.630715           6.795928          3.077072             6.648271           4.180018
 16.527620         0.000000             0.000000           0.000000         0.000000             0.000000           -0.513661         -0.628925             -0.373252           -0.634719         -0.002512             2.713843           7.349696          3.699753             5.887461           5.411171
 16.530693         0.000000             0.000000           0.000000         0.000000             0.000000           -0.510933         -0.503895             -0.247146           -0.631373         -0.001037             4.853415           8.776395          5.046872             6.033145           5.174650
 16.533766         0.000000             0.000000           0.000000         0.000000             0.000000           -0.508386         0.119374             -0.253765           -0.504931         -0.001720             5.030520           11.137427          4.759080             6.153468           4.924656
 16.536841         0.000000             0.000000           0.000000         0.000000             0.000000           -0.258115         0.260163             -0.632315           -0.127021         -0.246213             4.915900           12.146072          3.125455             6.307017           4.533048
 16.539916         0.000000             0.000000           0.000000         0.000000             0.000000           -0.259497         -0.127994             -0.507981           0.505337         0.003515             5.395510           13.947811          2.964322             6.534448           6.364910
 16.542992         0.000000             0.000285           0.000000         0.000000             0.000000           -0.260555         1.415062             -0.506364           -0.125986         -0.255506             5.458297           19.814539          2.803690             6.419223           6.219891
 16.546069         0.000000             0.000025           0.000000         0.000000             0.000000           -0.381052         0.144481             -0.754498           -0.629667         -0.009536             5.141679           21.193304          2.936687             5.607141           3.941693
 16.549147         0.000000             0.009416           0.000000         0.000000             0.000000           -0.382206         0.910221             -0.004668           -0.629975         -0.127164             4.980454           26.014812          4.169686             3.310135           4.467992
 16.552225         0.000000             0.000000           0.000000         0.000000             0.000000           -0.135971         0.013281             -0.003601           -0.009546         -0.505735             5.568753           12.381326          8.110405             6.249760           4.984727
 16.555305         0.000000             0.000000           0.000000         0.000000             0.000000           -0.009352         0.009330             -0.261080           0.123136         -0.256762             6.667463           9.619175          3.669215             6.349281           6.268810
 16.558385         0.000000             0.000000           0.000000         0.000000             0.000000           -0.002960         -0.005030             -0.505077           0.121126         -0.253644             5.812274           8.627613          3.270419             6.595336           6.623088
 16.561466         0.000000             0.000000           0.000000         0.000000             0.000000           -0.016134         0.497400             -0.257715           0.640655         0.263005             4.111999           8.356460          4.117525             6.808003           7.908302
 16.564548         0.000000             0.000000           0.000000         0.000000             0.000000           -0.026362         0.002356             -0.504736           -0.251084         -0.252536             1.724623           5.202009          4.498341             7.636904           7.915632
 16.567630         0.000000             0.000000           0.000000         0.000000             0.000000           -0.012292         0.120393             0.122447           0.007991         0.503088             5.358001           5.218574          4.683103             6.894431           6.808768
 16.570714         0.000000             0.000000           0.000000         0.000000             0.000000           -0.006422         0.490785             -0.002931           -0.008894         -0.509010             3.744280           6.960711          6.630391             6.572694           6.300458
 16.573798         0.000000             0.000000           0.000000         0.000000             0.000000           0.629685         0.372309             -0.001294           -0.006763         0.118606             6.585460           7.990315          6.543397             6.579285           6.563638
 16.576883         0.000000             0.000000           0.000000         0.000000             0.000000           -0.626266         -0.130424             -0.515913           0.520747         -0.629536             5.859291           7.773320          6.353977             7.155136           5.946597
 16.579969         0.000000             0.000000           0.000000         0.000000             0.000000           -0.510522         0.004324             -0.758258           -0.005455         0.375766             5.300393           7.474289          2.309892             6.172647           6.680653
 16.583056         0.000000             0.000000           0.000000         0.000000             0.001902           -0.512451         0.118691             -0.757242           -0.507162         0.010716             4.519717           7.516212          1.751215             4.834987           8.667512
 16.586143         0.000000             0.000000           0.000000         0.000000             0.000000           -0.754963         0.494852             -0.760141           -0.506767         -0.122850             4.854649           7.425143          1.355300             4.968625           6.732852
 16.589231         0.000000             0.000000           0.000000         0.000000             0.000000           -0.013263         0.259188             -0.511115           0.873474         0.502730             4.125432           9.498209          1.112709             4.421358           6.700872
 16.592320         0.000000             0.000000           0.000000         0.000000             0.000000           -0.511022         -0.001702             -0.503787           0.117950         0.007551             5.063480           5.936297          1.946137             4.139966           8.569774
 16.595410         0.000000             0.000000           0.000000         0.000000             0.000000           -0.009132         -0.011640             -0.510867           -0.513842         0.783635             5.929958           5.661379          1.831657             3.525642           6.909815
 16.598501         0.000000             0.000000           0.000000         0.000000             0.000005           0.503008         -0.505095             -0.756514           -0.012462         0.258913             6.293090           6.379992          1.552157             4.508782           8.115943
 16.601593         0.000000             0.000000           0.000000         0.000000             0.000000           0.629110         -0.126023             -0.510538           -0.755902         0.120160             6.543910           6.504956          2.073314             4.745939           7.430736
 16.604685         0.000000             0.000000           0.000000         0.000000             0.000000           -0.377901         -0.499696             -0.136226           -0.877116         -0.124493             5.324414           4.614940          3.940666             1.933123           6.430412
 16.607778         0.000000             0.000000           0.000000         0.000000             0.000000           -0.258204         -0.512382             -0.013447           -0.632115         -0.005942             6.019211           4.976553          4.259899             4.475011           6.334052
 16.610872         0.000000             0.000000           0.000000         0.000000             0.000000           -0.009257         -0.510549             -0.006152           -0.505555         -0.382742             6.136450           6.160437          4.744401             5.564632           6.216853
 16.613967         0.000000             0.000000           0.000000         0.000000             0.000000           -0.003132         -0.757360             -0.007938           -0.503159         -0.135265             6.243570           2.401699          4.846530             6.126239           6.284976
 16.617063         0.000000             0.000000           0.000000         0.000000             0.000000           -0.503128         -0.386832             -0.507584           -0.506102         -0.257663             3.025148           4.297477          1.994143             5.880817           6.210489
 16.620159         0.000000             0.000000           0.000000         0.000000             0.000000           -0.383558         -0.007039             -0.014278           -0.125561         -0.009644             5.764638           6.236688          3.874312             8.830689           6.443842
 16.623256         0.000000             0.000000           0.000000         0.000000             0.000000           -0.381629         0.266173             0.245645           0.377253         -0.017564             6.050457           8.622515          5.092242             6.769927           6.209252
 16.626354         0.000000             0.000000           0.000000         0.000000             0.000000           0.255301         0.501611             0.521760           0.007286         0.118462             6.273078           7.923618          7.695169             6.373249           5.305212
 16.629453         0.000000             0.000000           0.000000         0.000000             0.000000           0.510779         0.378474             0.256321           0.249284         -0.129948             6.491257           7.989876          8.289461             6.637354           6.630011
